rx_id,x,y,z
RX_0632,-135.712646,-100.981178,1.800000
RX_0633,86.266243,-230.140350,1.800000
RX_0634,119.667580,-395.463745,1.800000
RX_0635,-257.892517,-170.406479,1.800000
RX_0636,-428.623627,-162.899384,1.800000
RX_0637,-234.198059,3.671326,1.800000
RX_0638,-303.604187,-582.127808,1.800000
RX_0639,-123.250969,-248.279709,1.800000
RX_0640,-212.823883,-240.021332,1.800000
RX_0641,-158.297424,-309.205017,1.800000
RX_0642,390.848083,-11.831557,1.800000
RX_0643,339.128632,-315.094025,1.800000
RX_0644,309.615540,109.114120,1.800000
RX_0645,289.090790,-436.428864,1.800000
RX_0646,-280.606964,127.346573,1.800000
RX_0647,-341.702881,379.200562,1.800000
RX_0648,-206.108246,390.299286,1.800000
RX_0649,478.689728,479.015808,1.800000
RX_0650,138.112518,-404.686218,1.800000
RX_0651,-312.168823,12.298773,1.800000
RX_0652,350.342407,-330.901154,1.800000
RX_0653,329.274506,505.396423,1.800000
RX_0654,-444.566284,-100.909279,1.800000
RX_0655,-268.319489,81.192383,1.800000
RX_0656,233.887405,-127.463219,1.800000
RX_0657,145.127228,367.656464,1.800000
RX_0658,-95.460579,270.365967,1.800000
RX_0659,-316.258972,-223.896332,1.800000
RX_0660,380.517639,333.016052,1.800000
RX_0661,132.555206,-422.233093,1.800000
RX_0662,383.577606,125.714851,1.800000
RX_0663,-144.362656,-267.612762,1.800000
RX_0664,93.507797,-237.396042,1.800000
RX_0665,351.782837,227.241211,1.800000
RX_0666,417.825256,-274.064850,1.800000
RX_0667,411.817688,28.574364,1.800000
RX_0668,-245.171890,-143.026016,1.800000
RX_0669,305.917664,329.075409,1.800000
RX_0670,234.254852,403.528046,1.800000
RX_0671,-127.307266,416.925323,1.800000
RX_0672,-23.659542,84.946121,1.800000
RX_0673,-125.820847,439.055847,1.800000
RX_0674,201.166718,-214.806992,1.800000
RX_0675,233.266205,-53.248051,1.800000
RX_0676,-73.532066,123.309273,1.800000
RX_0677,-106.848679,-233.900665,1.800000
RX_0678,182.351837,224.086365,1.800000
RX_0679,362.604156,-367.953796,1.800000
RX_0680,181.887741,-360.704071,1.800000
RX_0681,244.942841,-209.318069,1.800000
RX_0682,-282.172516,167.064148,1.800000
RX_0683,8.602052,31.159208,1.800000
RX_0684,-306.282288,-1.818347,1.800000
RX_0685,33.466240,467.817688,1.800000
RX_0686,50.696102,-401.016388,1.800000
RX_0687,152.364075,-253.859528,1.800000
RX_0688,-202.978668,82.606339,1.800000
RX_0689,-57.198128,242.549316,1.800000
RX_0690,-208.584457,-411.876801,1.800000
RX_0691,-183.868881,-252.916199,1.800000
RX_0692,69.577133,-229.192673,1.800000
RX_0693,-121.208191,207.882919,1.800000
RX_0694,368.890656,405.316803,1.800000
RX_0695,-375.958252,-343.457672,1.800000
RX_0696,411.882263,-225.586746,1.800000
RX_0697,264.443878,412.821259,1.800000
RX_0698,143.328125,-435.723480,1.800000
RX_0699,414.763977,1.352387,1.800000
RX_0700,-401.756683,443.264832,1.800000
RX_0701,95.954430,-51.229881,1.800000
RX_0702,-104.031822,199.756363,1.800000
RX_0703,231.335907,-116.354721,1.800000
RX_0704,-368.789246,-235.726929,1.800000
RX_0705,-382.550934,190.067459,1.800000
RX_0706,-115.571632,449.900269,1.800000
RX_0707,-259.601776,-291.380280,1.800000
RX_0708,-232.934982,388.491852,1.800000
RX_0709,-226.664612,-246.995209,1.800000
RX_0710,-88.935860,284.830597,1.800000
RX_0711,-343.618317,445.114471,1.800000
RX_0712,375.604126,-116.357956,1.800000
RX_0713,-264.625824,-168.091583,1.800000
RX_0714,9.750798,16.205149,1.800000
RX_0715,-295.846924,-63.688976,1.800000
RX_0716,-389.449066,-463.311615,1.800000
RX_0717,6.678901,-219.765228,1.800000
RX_0718,44.176727,-75.534126,1.800000
RX_0719,378.734985,353.422607,1.800000
RX_0720,-216.586273,-37.510715,1.800000
RX_0721,359.542175,415.187592,1.800000
RX_0722,77.161804,133.052567,1.800000
RX_0723,172.924561,-70.488846,1.800000
RX_0724,-195.629822,-256.115814,1.800000
RX_0725,-319.051788,47.820618,1.800000
RX_0726,-93.407898,261.983124,1.800000
RX_0727,-318.634979,243.501007,1.800000
RX_0728,-133.237350,224.408340,1.800000
RX_0729,97.921684,269.940460,1.800000
RX_0730,-36.603409,-269.854767,1.800000
RX_0731,52.708794,-505.070068,1.800000
RX_0732,62.260868,164.005325,1.800000
RX_0733,334.709351,248.149460,1.800000
RX_0734,-233.638916,-221.136810,1.800000
RX_0735,2.705666,-394.962250,1.800000
RX_0736,-424.182037,439.147644,1.800000
RX_0737,-148.312256,503.707458,1.800000
RX_0738,81.819466,-387.857330,1.800000
RX_0739,-13.229006,-195.244766,1.800000
RX_0740,-36.787708,137.243530,1.800000
RX_0741,93.868279,515.444458,1.800000
RX_0742,277.950104,-86.725861,1.800000
RX_0743,-211.112213,-253.058029,1.800000
RX_0744,105.258217,138.469223,1.800000
RX_0745,286.735535,233.800720,1.800000
RX_0746,335.411316,485.139709,1.800000
RX_0747,-219.233566,-86.270897,1.800000
RX_0748,236.253738,51.623196,1.800000
RX_0749,386.809814,355.271942,1.800000
RX_0750,-275.350433,-282.679901,1.800000
RX_0751,-35.658554,-419.431824,1.800000
RX_0752,385.322052,-6.468266,1.800000
RX_0753,-193.380600,502.446899,1.800000
RX_0754,-126.453171,475.938385,1.800000
RX_0755,222.071930,-40.806187,1.800000
RX_0756,-214.457169,-395.087585,1.800000
RX_0757,-306.207336,-262.869720,1.800000
RX_0758,-218.442505,-122.796097,1.800000
RX_0759,-271.011230,21.869846,1.800000
RX_0760,-25.151081,-310.804871,1.800000
RX_0761,436.292480,166.844147,1.800000
RX_0762,364.763580,-84.224892,1.800000
RX_0763,210.215683,140.908920,1.800000
RX_0764,-99.890877,-64.908524,1.800000
RX_0765,479.396271,-246.711746,1.800000
RX_0766,379.757874,140.489365,1.800000
RX_0767,15.918587,-182.328979,1.800000
RX_0768,180.083054,175.196304,1.800000
RX_0769,-59.494205,221.980331,1.800000
RX_0770,69.258759,357.946167,1.800000
RX_0771,-289.957153,-250.211090,1.800000
RX_0772,246.448395,-203.122253,1.800000
RX_0773,-88.566200,-535.058411,1.800000
RX_0774,-101.197693,348.127655,1.800000
RX_0775,50.056782,351.859802,1.800000
RX_0776,132.147476,-379.510376,1.800000
RX_0777,-210.820129,-277.124115,1.800000
RX_0778,-87.972466,-35.588604,1.800000
RX_0779,-253.278290,86.065689,1.800000
RX_0780,-333.412476,-387.096100,1.800000
RX_0781,142.534378,-79.823685,1.800000
RX_0782,-301.580200,-574.094177,1.800000
RX_0783,-140.604538,-459.199158,1.800000
RX_0784,-347.373108,223.094666,1.800000
RX_0785,-19.654665,-421.242371,1.800000
RX_0786,-120.683769,-430.342041,1.800000
RX_0787,115.986572,-386.362183,1.800000
RX_0788,-483.715027,-295.206207,1.800000
RX_0789,-314.068695,227.234573,1.800000
RX_0790,-265.434937,488.569916,1.800000
RX_0791,272.330627,-53.110695,1.800000
RX_0792,-301.754578,-506.208191,1.800000
RX_0793,-405.469971,-243.033493,1.800000
RX_0794,41.761608,47.606766,1.800000
RX_0795,141.255630,248.901337,1.800000
RX_0796,11.890482,37.619621,1.800000
RX_0797,39.004150,-202.161758,1.800000
RX_0798,-86.349709,235.818298,1.800000
RX_0799,-411.680084,132.839706,1.800000
RX_0800,-29.716467,229.982681,1.800000
RX_0801,391.276428,-27.127331,1.800000
RX_0802,101.133430,505.949280,1.800000
RX_0803,149.128128,379.029419,1.800000
RX_0804,299.883453,607.962402,1.800000
RX_0805,170.217667,281.472290,1.800000
RX_0806,353.399323,461.239563,1.800000
RX_0807,75.343582,-52.991257,1.800000
RX_0808,117.779800,-148.331589,1.800000
RX_0809,-67.774048,-76.188980,1.800000
RX_0810,-124.652802,312.270386,1.800000
RX_0811,-252.540115,67.517433,1.800000
RX_0812,125.129532,144.128265,1.800000
RX_0813,361.405792,384.554688,1.800000
RX_0814,29.777142,-77.870056,1.800000
RX_0815,457.852753,285.885895,1.800000
RX_0816,-295.128693,180.458008,1.800000
RX_0817,306.328308,-52.551048,1.800000
RX_0818,-236.628448,-227.727844,1.800000
RX_0819,-238.244904,325.240326,1.800000
RX_0820,-239.998749,-261.135986,1.800000
RX_0821,-294.276733,476.566437,1.800000
RX_0822,-488.869690,-273.903656,1.800000
RX_0823,-154.642258,336.094788,1.800000
RX_0824,-79.489067,323.966858,1.800000
RX_0825,-164.929810,502.558655,1.800000
RX_0826,301.544556,-153.712418,1.800000
RX_0827,-78.215736,435.847961,1.800000
RX_0828,-88.548790,355.868103,1.800000
RX_0829,-316.684509,-254.795654,1.800000
RX_0830,-13.364697,502.134644,1.800000
RX_0831,-386.491119,260.615936,1.800000
RX_0832,98.095734,-279.021088,1.800000
RX_0833,-250.793274,-140.732117,1.800000
RX_0834,110.568398,370.010834,1.800000
RX_0835,-120.750793,433.052979,1.800000
RX_0836,-339.167206,332.141022,1.800000
RX_0837,167.738113,-363.533112,1.800000
RX_0838,-207.835449,485.223602,1.800000
RX_0839,-286.812775,-118.484230,1.800000
RX_0840,-197.288010,-151.160355,1.800000
RX_0841,154.036194,334.168701,1.800000
RX_0842,14.904513,-351.456268,1.800000
RX_0843,-478.173828,-267.876556,1.800000
RX_0844,-156.692963,99.174850,1.800000
RX_0845,76.629768,-341.021118,1.800000
RX_0846,-197.219406,-201.440552,1.800000
RX_0847,157.286209,156.052765,1.800000
RX_0848,95.508240,-313.180115,1.800000
RX_0849,278.742920,-288.024109,1.800000
RX_0850,377.367126,-407.579254,1.800000
RX_0851,399.296234,153.450562,1.800000
RX_0852,67.289902,-347.657837,1.800000
RX_0853,354.060120,474.277771,1.800000
RX_0854,284.415619,180.491364,1.800000
RX_0855,92.001663,523.689636,1.800000
RX_0856,403.516541,357.239838,1.800000
RX_0857,324.532410,56.151432,1.800000
RX_0858,-111.234879,-444.661469,1.800000
RX_0859,-363.934113,218.544662,1.800000
RX_0860,-238.569641,-233.630951,1.800000
RX_0861,340.529572,-211.728531,1.800000
RX_0862,-159.822571,326.226166,1.800000
RX_0863,214.105652,-350.013855,1.800000
RX_0864,125.153549,183.215912,1.800000
RX_0865,124.659210,-409.134277,1.800000
RX_0866,-323.414825,262.522919,1.800000
RX_0867,-402.109924,-267.918762,1.800000
RX_0868,-107.443939,349.399750,1.800000
RX_0869,-29.394484,-297.942444,1.800000
RX_0870,0.894060,-410.800018,1.800000
RX_0871,-343.143311,37.793194,1.800000
RX_0872,425.708771,234.250778,1.800000
RX_0873,-149.851181,-318.730408,1.800000
RX_0874,-206.723022,-90.049828,1.800000
RX_0875,116.104408,-121.521973,1.800000
RX_0876,390.046570,85.013680,1.800000
RX_0877,-379.934692,-263.630035,1.800000
RX_0878,-252.358307,377.412872,1.800000
RX_0879,310.417358,100.390381,1.800000
RX_0880,118.687233,-329.952881,1.800000
RX_0881,-330.511017,329.726685,1.800000
RX_0882,-375.461365,-376.500488,1.800000
RX_0883,387.998566,147.770630,1.800000
RX_0884,370.542572,309.755859,1.800000
RX_0885,-374.867615,28.601318,1.800000
RX_0886,102.103569,-485.025604,1.800000
RX_0887,373.085815,-122.343742,1.800000
RX_0888,486.762177,480.595734,1.800000
RX_0889,-247.973526,359.511749,1.800000
RX_0890,-81.269615,-485.395142,1.800000
RX_0891,106.465256,492.983643,1.800000
RX_0892,-258.516205,64.137077,1.800000
RX_0893,-117.884949,-437.109711,1.800000
RX_0894,337.413605,491.165436,1.800000
RX_0895,169.724136,160.585907,1.800000
RX_0896,71.043053,-236.480408,1.800000
RX_0897,-231.763596,-145.575150,1.800000
RX_0898,366.511749,-205.573975,1.800000
RX_0899,-204.393478,-217.700043,1.800000
RX_0900,346.244019,-308.572052,1.800000
RX_0901,414.472565,-406.838287,1.800000
RX_0902,410.449341,-5.356825,1.800000
RX_0903,-29.986664,-86.149269,1.800000
RX_0904,-213.860031,-147.000717,1.800000
RX_0905,-30.318663,366.307709,1.800000
RX_0906,-324.056976,331.293549,1.800000
RX_0907,-233.748428,-24.810694,1.800000
RX_0908,-147.942673,-330.062927,1.800000
RX_0909,-24.885244,-92.082687,1.800000
RX_0910,-265.703033,-186.758759,1.800000
RX_0911,59.251411,-398.328766,1.800000
RX_0912,-316.677155,-307.397522,1.800000
RX_0913,217.231689,-63.846539,1.800000
RX_0914,-313.008606,-346.586243,1.800000
RX_0915,359.517548,205.236389,1.800000
RX_0916,-391.270416,-280.778687,1.800000
RX_0917,24.040964,-13.003757,1.800000
RX_0918,-74.946098,-80.637901,1.800000
RX_0919,-106.891724,-451.232178,1.800000
RX_0920,-344.633850,396.460754,1.800000
RX_0921,-332.819458,304.385590,1.800000
RX_0922,-230.762543,-131.541504,1.800000
RX_0923,-131.383911,497.813354,1.800000
RX_0924,-95.258858,225.111069,1.800000
RX_0925,183.160385,241.265976,1.800000
RX_0926,327.289032,-250.332870,1.800000
RX_0927,344.956024,434.969208,1.800000
RX_0928,-131.830811,487.340363,1.800000
RX_0929,37.100910,-228.715195,1.800000
RX_0930,254.630646,224.574158,1.800000
RX_0931,261.472473,538.343506,1.800000
RX_0932,138.945847,-461.140228,1.800000
RX_0933,-271.129181,486.678711,1.800000
RX_0934,-276.021149,-3.901828,1.800000
RX_0935,-103.006508,401.619202,1.800000
RX_0936,47.374813,84.995415,1.800000
RX_0937,-68.038643,-526.752075,1.800000
RX_0938,-120.469307,-120.277061,1.800000
RX_0939,77.879265,-170.072571,1.800000
RX_0940,-206.713577,-405.729492,1.800000
RX_0941,-159.601273,-282.425812,1.800000
RX_0942,310.173981,616.030334,1.800000
RX_0943,-366.956421,433.798981,1.800000
RX_0944,368.461609,421.613037,1.800000
RX_0945,-378.116608,-331.213379,1.800000
RX_0946,14.307255,5.733849,1.800000
RX_0947,-247.445877,-199.958221,1.800000
RX_0948,1.210722,143.433105,1.800000
RX_0949,217.042587,-23.270082,1.800000
RX_0950,11.908558,-411.442749,1.800000
RX_0951,-42.632389,192.923584,1.800000
RX_0952,120.330627,-341.984680,1.800000
RX_0953,302.518097,599.477539,1.800000
RX_0954,174.524109,291.497498,1.800000
RX_0955,6.845008,-83.587471,1.800000
RX_0956,318.575958,79.282288,1.800000
RX_0957,47.219196,-52.539368,1.800000
RX_0958,-278.000854,349.874268,1.800000
RX_0959,-192.181152,-210.272949,1.800000
RX_0960,-93.058380,-496.426971,1.800000
RX_0961,396.703308,65.408020,1.800000
RX_0962,-419.379486,426.659607,1.800000
RX_0963,350.083221,487.279541,1.800000
RX_0964,37.334564,-504.652832,1.800000
RX_0965,-266.610199,126.344635,1.800000
RX_0966,-9.592070,-360.728760,1.800000
RX_0967,71.082634,-202.513062,1.800000
RX_0968,-311.065033,-339.711639,1.800000
RX_0969,-104.774254,-348.015472,1.800000
RX_0970,432.730133,210.914963,1.800000
RX_0971,-412.903534,-248.151642,1.800000
RX_0972,-302.261475,459.568878,1.800000
RX_0973,407.834351,157.051956,1.800000
RX_0974,405.137207,-19.691586,1.800000
RX_0975,354.931519,-425.480103,1.800000
RX_0976,-73.742928,-501.162354,1.800000
RX_0977,150.105042,-465.035034,1.800000
RX_0978,379.095612,-130.362610,1.800000
RX_0979,-74.982643,314.992859,1.800000
RX_0980,-144.382767,-337.896881,1.800000
RX_0981,-116.460236,411.213959,1.800000
RX_0982,-211.518600,-139.812424,1.800000
RX_0983,-42.734898,148.904999,1.800000
RX_0984,-395.696289,25.110010,1.800000
RX_0985,-234.990555,12.725106,1.800000
RX_0986,167.743225,390.289124,1.800000
RX_0987,368.297943,-93.404839,1.800000
RX_0988,-83.905075,123.393082,1.800000
RX_0989,301.245819,-323.470642,1.800000
RX_0990,-324.078705,453.733795,1.800000
RX_0991,217.357635,521.035706,1.800000
RX_0992,-415.276917,-65.151802,1.800000
RX_0993,161.555466,197.303299,1.800000
RX_0994,-344.265594,337.442810,1.800000
RX_0995,-117.148621,245.534027,1.800000
RX_0996,367.937622,303.161560,1.800000
RX_0997,-212.309174,-118.572868,1.800000
RX_0998,399.413452,-416.884888,1.800000
RX_0999,-39.572788,-204.182465,1.800000
RX_1000,14.924567,132.327469,1.800000
RX_1001,-95.261894,373.687225,1.800000
RX_1002,431.785187,221.192505,1.800000
RX_1003,82.520248,-257.773041,1.800000
RX_1004,308.400055,583.116455,1.800000
RX_1005,-109.366104,310.594055,1.800000
RX_1006,72.353531,475.174286,1.800000
RX_1007,218.467834,401.950287,1.800000
RX_1008,-308.355103,-371.507568,1.800000
RX_1009,-67.689476,-434.150879,1.800000
RX_1010,125.288116,-81.716751,1.800000
RX_1011,219.154510,-33.723564,1.800000
RX_1012,-300.641144,-222.670044,1.800000
RX_1013,338.415955,436.943329,1.800000
RX_1014,-444.189636,409.934296,1.800000
RX_1015,-74.612419,35.720524,1.800000
RX_1016,-7.957158,-59.714520,1.800000
RX_1017,-349.657013,-451.248230,1.800000
RX_1018,192.600891,-353.158325,1.800000
RX_1019,-364.894501,230.292938,1.800000
RX_1020,46.606422,249.397018,1.800000
RX_1021,-343.885498,18.921249,1.800000
RX_1022,-241.884964,339.383484,1.800000
RX_1023,136.411682,-473.958740,1.800000
RX_1024,322.042542,-216.892838,1.800000
RX_1025,-299.719116,-303.356750,1.800000
RX_1026,349.321594,-316.328644,1.800000
RX_1027,139.267288,149.489258,1.800000
RX_1028,328.446198,-41.744240,1.800000
RX_1029,141.650345,-481.438568,1.800000
RX_1030,-470.748657,-21.077217,1.800000
RX_1031,-45.944622,178.559525,1.800000
RX_1032,170.980316,504.061768,1.800000
RX_1033,306.313782,-423.782928,1.800000
RX_1034,-98.009842,427.994995,1.800000
RX_1035,234.007507,-462.822998,1.800000
RX_1036,-358.866882,14.236719,1.800000
RX_1037,-254.932846,-241.525650,1.800000
RX_1038,-154.118744,507.428528,1.800000
RX_1039,289.300568,-40.688393,1.800000
RX_1040,237.016678,529.644043,1.800000
RX_1041,307.095795,423.826508,1.800000
RX_1042,105.447121,-101.556259,1.800000
RX_1043,-0.819357,236.376602,1.800000
RX_1044,-168.814102,-467.941437,1.800000
RX_1045,284.338531,190.109009,1.800000
RX_1046,34.180157,44.808933,1.800000
RX_1047,-91.003304,-346.854309,1.800000
RX_1048,-109.885918,212.231567,1.800000
RX_1049,47.563000,-66.564919,1.800000
RX_1050,-52.558765,198.316177,1.800000
RX_1051,-450.379730,406.763611,1.800000
RX_1052,-333.671661,-477.558472,1.800000
RX_1053,-409.370605,438.845886,1.800000
RX_1054,-418.551727,-188.334946,1.800000
RX_1055,-308.626740,-76.058205,1.800000
RX_1056,-23.938093,375.451874,1.800000
RX_1057,-238.959808,-218.098373,1.800000
RX_1058,430.957703,-318.690765,1.800000
RX_1059,-321.649353,314.988495,1.800000
RX_1060,135.572083,162.428986,1.800000
RX_1061,13.105263,116.666290,1.800000
RX_1062,98.626335,-382.457275,1.800000
RX_1063,34.024788,246.620728,1.800000
RX_1064,45.547058,-357.943787,1.800000
RX_1065,197.191956,-191.545914,1.800000
RX_1066,-335.732391,465.562042,1.800000
RX_1067,406.055450,-411.199829,1.800000
RX_1068,139.801376,-113.508308,1.800000
RX_1069,425.802063,-405.251404,1.800000
RX_1070,225.473572,208.563797,1.800000
RX_1071,359.373993,-63.585445,1.800000
RX_1072,-160.273697,-109.813889,1.800000
RX_1073,319.362732,542.935486,1.800000
RX_1074,-290.508759,-107.501312,1.800000
RX_1075,306.092072,636.791748,1.800000
RX_1076,49.114094,467.671051,1.800000
RX_1077,-73.255295,-109.634819,1.800000
RX_1078,-418.754517,126.420341,1.800000
RX_1079,-454.458679,413.069855,1.800000
RX_1080,355.529022,450.784698,1.800000
RX_1081,-29.663395,-408.541321,1.800000
RX_1082,405.156830,-397.652222,1.800000
RX_1083,-43.730438,169.479706,1.800000
RX_1084,-148.884918,100.715614,1.800000
RX_1085,-298.543060,-257.813690,1.800000
RX_1086,474.516510,-240.794617,1.800000
RX_1087,-175.335480,-241.761520,1.800000
RX_1088,100.438515,-70.665161,1.800000
RX_1089,365.322876,-386.441711,1.800000
RX_1090,-268.338928,-268.402557,1.800000
RX_1091,-284.432953,-229.389938,1.800000
RX_1092,-274.440247,-264.551361,1.800000
RX_1093,431.921570,121.830933,1.800000
RX_1094,-373.737000,447.237152,1.800000
RX_1095,-130.615662,105.392303,1.800000
RX_1096,-371.154175,-19.867990,1.800000
RX_1097,-323.762604,-58.172970,1.800000
RX_1098,-326.667908,-229.657684,1.800000
RX_1099,-338.280457,309.465027,1.800000
RX_1100,-280.732056,142.851151,1.800000
RX_1101,-308.007172,212.217316,1.800000
RX_1102,253.741135,313.632477,1.800000
RX_1103,381.030853,363.896759,1.800000
RX_1104,-286.010620,179.681564,1.800000
RX_1105,-325.559875,-509.985291,1.800000
RX_1106,-87.427414,-81.426666,1.800000
RX_1107,-406.045990,-51.225452,1.800000
RX_1108,-237.228516,331.867340,1.800000
RX_1109,441.714722,-354.627014,1.800000
RX_1110,-265.428772,-30.292372,1.800000
RX_1111,-291.774353,218.241638,1.800000
RX_1112,431.531921,-309.636536,1.800000
RX_1113,-340.755890,-448.055756,1.800000
RX_1114,336.886932,477.648468,1.800000
RX_1115,-275.281189,-222.352020,1.800000
RX_1116,-209.574646,497.889282,1.800000
RX_1117,275.155212,319.371033,1.800000
RX_1118,144.200653,-492.173157,1.800000
RX_1119,130.899979,147.305222,1.800000
RX_1120,-368.732574,-363.617279,1.800000
RX_1121,11.867880,-77.049393,1.800000
RX_1122,-173.682983,-365.640259,1.800000
RX_1123,-133.757828,71.816109,1.800000
RX_1124,241.997757,-55.809128,1.800000
RX_1125,146.631409,-230.508987,1.800000
RX_1126,458.162415,-237.669785,1.800000
RX_1127,377.048309,-26.671797,1.800000
RX_1128,158.141037,-493.833466,1.800000
RX_1129,-297.456848,191.016769,1.800000
RX_1130,369.182068,161.485901,1.800000
RX_1131,-323.669342,-242.061050,1.800000
RX_1132,-201.997543,-478.630249,1.800000
RX_1133,15.857702,12.875240,1.800000
RX_1134,385.859070,-126.428169,1.800000
RX_1135,-39.033588,143.431366,1.800000
RX_1136,388.442169,293.978180,1.800000
RX_1137,370.993439,318.439026,1.800000
RX_1138,250.700607,-52.947102,1.800000
RX_1139,359.712769,432.818481,1.800000
RX_1140,-113.682686,-24.318666,1.800000
RX_1141,-215.457413,-49.345730,1.800000
RX_1142,-380.282593,-241.356567,1.800000
RX_1143,437.289307,-327.606781,1.800000
RX_1144,-283.385803,479.363953,1.800000
RX_1145,-83.286392,-361.542389,1.800000
RX_1146,-358.311554,388.285583,1.800000
RX_1147,-161.435638,-133.133621,1.800000
RX_1148,143.928207,-470.561310,1.800000
RX_1149,41.416260,-174.005280,1.800000
RX_1150,80.150696,-216.485046,1.800000
RX_1151,-191.275085,495.032806,1.800000
RX_1152,-234.323563,-42.208591,1.800000
RX_1153,-173.522980,-265.088562,1.800000
RX_1154,293.971008,547.002869,1.800000
RX_1155,101.824242,-318.142395,1.800000
RX_1156,77.594940,-196.211960,1.800000
RX_1157,20.209103,-0.743136,1.800000
RX_1158,143.004074,139.979721,1.800000
RX_1159,354.037018,-341.915955,1.800000
RX_1160,-253.937378,329.796722,1.800000
RX_1161,-310.548462,266.125458,1.800000
RX_1162,68.696838,-393.977631,1.800000
RX_1163,-290.478516,367.555664,1.800000
RX_1164,437.433167,282.776459,1.800000
RX_1165,-146.285461,64.643799,1.800000
RX_1166,306.640076,-436.437469,1.800000
RX_1167,215.565765,-451.716949,1.800000
RX_1168,-136.547806,470.672607,1.800000
RX_1169,67.208046,-43.279911,1.800000
RX_1170,-32.718582,153.502579,1.800000
RX_1171,-115.881012,-92.759232,1.800000
RX_1172,162.443268,-76.886200,1.800000
RX_1173,288.685760,-108.533035,1.800000
RX_1174,-37.531696,-526.434143,1.800000
RX_1175,422.943817,284.243408,1.800000
RX_1176,148.323654,-98.648445,1.800000
RX_1177,-109.765068,376.469788,1.800000
RX_1178,-227.793411,-198.986115,1.800000
RX_1179,31.937130,155.591324,1.800000
RX_1180,23.889109,65.136131,1.800000
RX_1181,-95.041466,-443.529907,1.800000
RX_1182,81.281189,556.995056,1.800000
RX_1183,360.052032,286.088379,1.800000
RX_1184,110.574982,-359.543610,1.800000
RX_1185,98.427101,519.905945,1.800000
RX_1186,-25.174139,104.508392,1.800000
RX_1187,-94.176949,210.517700,1.800000
RX_1188,287.301086,637.936096,1.800000
RX_1189,415.753906,20.261021,1.800000
RX_1190,-443.390991,-255.860611,1.800000
RX_1191,170.820480,-481.764557,1.800000
RX_1192,-347.710785,382.462158,1.800000
RX_1193,122.321358,-361.113251,1.800000
RX_1194,140.619919,-453.466370,1.800000
RX_1195,126.371925,-484.639008,1.800000
RX_1196,94.012222,125.942589,1.800000
RX_1197,121.701675,-143.012634,1.800000
RX_1198,335.596466,-433.415741,1.800000
RX_1199,189.419357,219.778793,1.800000
RX_1200,-118.934113,442.641418,1.800000
RX_1201,-213.862610,83.624435,1.800000
RX_1202,402.840393,-231.681442,1.800000
RX_1203,-258.783966,-232.792618,1.800000
RX_1204,-255.785858,-155.236084,1.800000
RX_1205,417.686371,10.504892,1.800000
RX_1206,-124.153923,-97.386627,1.800000
RX_1207,-304.486786,-63.592640,1.800000
RX_1208,-302.195221,342.143097,1.800000
RX_1209,-262.691345,-41.278847,1.800000
RX_1210,-317.483856,-534.189453,1.800000
RX_1211,140.015945,269.108582,1.800000
RX_1212,392.116028,-21.140020,1.800000
RX_1213,103.148117,-178.778061,1.800000
RX_1214,26.890650,-203.286392,1.800000
RX_1215,-358.924713,438.363220,1.800000
RX_1216,68.924850,-51.961227,1.800000
RX_1217,-366.786774,237.109573,1.800000
RX_1218,-217.003586,-483.395386,1.800000
RX_1219,387.401672,347.070282,1.800000
RX_1220,267.628784,-49.287510,1.800000
RX_1221,311.323273,81.125610,1.800000
RX_1222,15.682775,147.576385,1.800000
RX_1223,-141.237869,97.752579,1.800000
RX_1224,171.152451,-472.406952,1.800000
RX_1225,-206.962997,-145.835342,1.800000
RX_1226,-339.062653,353.549500,1.800000
RX_1227,352.982025,270.092468,1.800000
RX_1228,-76.793549,-510.395203,1.800000
RX_1229,-169.387009,-437.970764,1.800000
RX_1230,37.465523,-345.265625,1.800000
RX_1231,86.650581,548.343201,1.800000
RX_1232,-314.909943,248.611298,1.800000
RX_1233,230.630508,306.236755,1.800000
RX_1234,345.231476,242.840057,1.800000
RX_1235,-86.717194,-231.416306,1.800000
RX_1236,-190.388046,-384.473785,1.800000
RX_1237,-274.954346,478.531830,1.800000
RX_1238,427.701263,143.974731,1.800000
RX_1239,-342.344116,-439.181671,1.800000
RX_1240,392.408112,-175.450714,1.800000
RX_1241,60.430824,357.042236,1.800000
RX_1242,163.683289,169.949371,1.800000
RX_1243,-297.538971,-82.864716,1.800000
RX_1244,369.136139,-395.677795,1.800000
RX_1245,371.130432,-412.830627,1.800000
RX_1246,-57.304855,-408.834076,1.800000
RX_1247,-107.219810,-90.579010,1.800000
RX_1248,-247.941101,72.221329,1.800000
RX_1249,-451.310577,-87.298874,1.800000
RX_1250,132.825317,391.247314,1.800000
RX_1251,126.675484,133.159363,1.800000
RX_1252,371.400421,-98.970695,1.800000
RX_1253,-358.855164,-397.442352,1.800000
RX_1254,-297.500458,238.162445,1.800000
RX_1255,-302.814606,-240.398422,1.800000
RX_1256,-128.968170,60.057068,1.800000
RX_1257,234.755035,197.443954,1.800000
RX_1258,-371.334351,-259.053253,1.800000
RX_1259,-49.710838,128.112595,1.800000
RX_1260,317.663940,-48.013924,1.800000
RX_1261,64.815376,130.134460,1.800000
RX_1262,313.424683,-210.441788,1.800000
RX_1263,-123.905540,240.416824,1.800000
RX_1264,-141.989685,-107.012039,1.800000
RX_1265,-422.065277,-268.706940,1.800000
